a_nmc,b_nmc,c_nmc,d_nmc,graphite_diff_parameter,sep_por,neg_por,pos_por,cap_dl_neg,p1,p2,p3,p4,p5,p6,p7,p8
-14.635239880561894,-13.54361685294668,3.8851558940977657,-0.3638325726324363,0.9890094964789462,0.3433072498996308,0.3666482173227691,0.3429653815903032,0.1962676905224857,0.1577813158172887,1158.547933648155,1576.2576164149698,0.7283513341199191,10.000235943665404,447.1737918803508,0.0015526117440085,549.2188405100819
-18.866932118874512,-5.0299581023645805,0.818889733454925,1.106134228907747,0.9955714027693836,0.3838873529591782,0.4251923475590293,0.4230030761505901,0.2002025058727232,0.4943286664220988,476.8147027731478,310.8511528704306,0.2558069727225181,17.474206332128816,373.82962643029055,0.006906387919996,119.38235629175722
-23.93810181002417,0.5052067745868714,-1.277751180541873,1.5853262696799726,0.9899228900543844,0.4289702826093517,0.2161153186751961,0.3427248943606813,0.1810919320826539,0.6094505602597915,444.3375452572059,1282.3715726315563,0.5475967599357509,16.267086326980827,284.4796123735252,0.0043948727477836,184.2256262560968
0.5358674438174234,-23.726787365768125,7.428805250729958,-0.1466878969851581,1.0035740982045362,0.3076344317841325,0.3338171334741066,0.2213990602946646,0.172516184847705,0.2958991858492765,729.0415994291714,1253.4271431821835,1.1916679676191375,16.013404265232086,399.2993625813994,0.0011667357726916,310.7009233254556
-7.824185868493849,-17.83711359719562,5.166322117286255,-0.2392565298253985,0.9905534629253632,0.4127314364302529,0.2407441970247157,0.4026120521594298,0.170812009494911,1.426771450032636,203.93263116036672,783.9365791635753,1.719685914804934,17.63480470453662,469.3837898290947,0.0056235150901595,104.57222195719017
11.709931204201162,-33.31253115227878,10.982573544756926,-0.5233013474033754,0.9943839068526522,0.3211028410038102,0.2692542241486115,0.3775050200803371,0.2823534839770652,0.7524722195488542,456.2590919909175,1250.892560634622,1.8342461472599136,13.120012599722989,268.36056689082653,0.0040368757822688,65.8330811011977
-30.280172525522257,5.369964398401939,-3.035266575324018,1.618642843678458,0.999437122327458,0.3966270490554691,0.3623875717884736,0.3322478037904074,0.1903824462721783,0.5129950116486982,311.7463169486828,1314.6580262753932,0.9703803101649988,13.732245952808777,488.8507784650809,0.0093494418217503,28.824357438501515
-56.45289247299681,36.59441392095926,-14.271894943801362,4.893915469912532,1.0020117857285848,0.2276214175617461,0.2798703050163044,0.4239357317069459,0.163171747572554,0.8519058616058762,234.1453219638015,1714.0347402407956,1.7330218066356948,19.05058118351981,437.8222130136512,0.0092767092862577,41.601801018832106
-34.876320846968426,9.336054728725513,-4.365467807862148,1.856405343896255,1.0040251553179214,0.2886867057199656,0.3078627308025673,0.3170710207505601,0.2435775628080379,1.9006441993600425,61.77788596066013,888.509837542709,0.9959362599680012,2.5510449930435013,359.44507535881746,0.0034408368645969,108.0304182367744
-55.88007769014797,32.87219666621794,-13.134589270593697,3.935995433993642,0.997546280562784,0.2515245459354744,0.3311358197806497,0.3733790121267836,0.2418877783783109,0.766779254791308,253.35884547175905,252.45043660473087,1.4364304895816482,6.953701549503029,91.78249764923618,0.0039304951648922,132.31153035867067
-32.38980973580656,6.900001788683516,-3.687959304006294,1.603392669219447,1.009339225043101,0.3706592323873995,0.2469403948174671,0.3720055520596337,0.1207859681461736,0.7019728018834748,160.71018144183873,499.5208996137889,1.2285741256846614,19.142342589512666,53.0596921134534,0.0056063524287787,84.40178645058315
-26.042634831521426,3.932230002052744,-2.4768885763098067,2.0292033984010067,1.001859466842234,0.413180834584649,0.326099627146527,0.2095559085499702,0.0906287072005488,0.148482407691702,1742.019244136781,1200.4732331231924,1.6381825940688504,7.165265437312973,404.6089486370672,0.0032911891387957,152.50278141975554
-13.782869808222426,-10.485091701096492,2.85304425789675,0.6229256850556226,1.000675127241788,0.3531488458724039,0.3031911089527656,0.3712645883527632,0.1850429954651753,0.5939422493161433,403.45918634018,473.4024756951617,0.3956756231873313,12.532920158187965,220.5233451862597,0.0039592401482659,115.33604864455133
-20.41012981493213,0.2597932718652104,-0.8052134734143033,2.282221374453328,0.9916148912092716,0.2097660458565531,0.3135303378244582,0.3160499220736543,0.1643745102477372,1.9999656006419368,43.17790162767125,888.9568659447314,1.8150984402897452,7.136817035218503,511.9120172197482,0.0072037886841468,82.38234637008625
0.5557178406799537,-27.578126514267865,8.928800652549779,-1.1462905683022226,0.9973819345527566,0.3641262978379708,0.4308429159732538,0.2983695673749716,0.1383841548544982,1.2271221630591709,196.9049614308496,1498.547341034547,1.4953299132814637,5.279083158501706,519.7780527394541,0.001669590704293,398.5775770193415
-33.873778371289205,9.990540895844529,-4.168922142073601,2.1729642174506045,0.9956169518348232,0.4207522857783832,0.2728629428653388,0.2424885317092516,0.2474300562237799,1.42258011476191,129.34960114737737,376.7530521086911,0.8099990743193638,5.039404977655948,392.4126750083784,0.0035285772413919,163.03916041127144
6.813676854161479,-36.55258130021468,12.167482228663877,-2.328891791106802,0.9964056234681176,0.2474633743733198,0.3016853568524837,0.2952503655999161,0.1428594482133609,1.548044562013856,91.9739851136606,1303.262115417495,0.4426907833603748,7.055946919229152,215.98323568991023,0.0069040007748771,125.6504741254576
3.5838583622003064,-28.12750038193572,8.871840547693305,-0.6834592914706374,0.9966546913982136,0.411915391129029,0.4420646044496826,0.2785656488433065,0.2281119189651913,0.6079669144858906,282.97276524376014,1264.5929221792785,1.057508141683474,1.9671374539817956,97.1239766247148,0.0036291776289038,222.9899727179333
-59.09393006853545,43.15400869153453,-16.44534706235156,6.17742079799152,0.993837340105723,0.2478143008388715,0.3054634434916332,0.2200957376411098,0.1933479043736562,1.738485970924576,70.79773926152197,1530.0901790250014,0.7228464813518692,3.89098672472472,97.78529200375328,0.0024690029387627,117.21725481707804
-2.0451666893436844,-24.643058412516645,7.798101539062578,-0.8681520966218046,0.9923144889260076,0.3600850968949619,0.2641919274789536,0.4386790881941506,0.189877125192677,1.0254061582554503,202.27012042111744,1181.332560210843,0.8095133374798498,5.262210844040993,232.0843753702252,0.0060913778539731,67.69504619676388
-26.20466926659719,4.677311226154977,-2.8399283308398666,2.249880985190809,1.012523470975071,0.3373279783705767,0.3274254499328852,0.353045661683822,0.2649635314182084,1.5459593696135312,73.43097474020949,1061.4530534312769,0.9788618033875192,6.552299472475058,328.4665583396318,0.0043926258879061,208.80106038941625
-40.94644951752281,19.487918695640527,-8.043633231423602,3.3055815217044966,1.0039672835741689,0.3925519398931873,0.2764911224234672,0.3694664750481456,0.0812890540558871,1.074127840436218,239.51093478547293,469.4378788645923,1.7524011855088302,14.88225922292519,428.0743481438114,0.005943183045464,137.78469274076315
-53.45579681609767,32.550723831576605,-12.48897819303701,4.384294763382955,1.008593271112517,0.3940749179042312,0.2410109651293654,0.2572423626250956,0.2679499306580253,1.3692262262099582,70.87074927924593,1251.6723260168778,0.3827505167000329,12.995197006159293,450.25023922744026,0.008844376851553,74.75899778696805
-43.49948399128939,18.878434016784414,-8.097863772676549,2.6746755935960733,1.007322185512427,0.3574060714081859,0.2976897485968258,0.3560378102919393,0.2504134729877317,0.8043090259851365,411.2400561245087,310.3126664839048,0.548201288490091,7.496543212032518,412.5297491288664,0.0070952926828887,89.71999528931404
-34.44490627609076,10.494954215604915,-5.11859579721205,2.122765091707305,1.0003984727404074,0.3724218674969035,0.3011463950389267,0.4407997607380413,0.1100528475626701,0.8128355563136018,314.7512320574895,119.45358203670564,0.7455946791533976,9.266479286913444,43.360204079445175,0.0023113111734475,230.1342217367523
-16.380913214722653,-5.106263348859287,0.9329151638991316,1.5753601397409878,0.9961632705658846,0.4040178464849929,0.4005860068646786,0.2702125941496572,0.2147403954182153,1.4644526210419575,191.6120686548753,1150.2326284070518,1.8994288896743583,8.212323143267163,291.6561512454153,0.0085531966382961,97.1398750927238
-10.687118318197196,-14.159856366587176,3.904254304091679,0.2853468057309662,0.9982916800191954,0.3617220358726864,0.2315279880210397,0.235890461420673,0.223077668950512,0.978301530466417,129.87939141979734,1743.7845007336143,0.486848907886769,13.218048646739469,275.6708251243895,0.0092895604095499,82.2371219904779
-16.99627911904692,-8.872334413936722,1.964600730509288,0.4855769220824522,0.9973673747178542,0.3961653993979611,0.3226351793831938,0.3169219898738514,0.1340804190145171,0.2893475517149552,906.6926209394574,1766.1232918743904,1.5131868778058388,12.6126906628199,157.81370773495385,0.0033802267350586,192.51728840232173
-65.67707844151542,47.73886397933597,-18.086839878959893,6.047133218556159,0.9879286525133884,0.4180712982244851,0.2239808103569596,0.2668283548212314,0.231064283078378,0.9551057104270336,144.69434572373558,1380.359123318477,0.1727785820489765,6.588293925549574,236.1632892308316,0.0017699205345596,366.2942583769831
